date,n_gauges,cc_era5,cc_imerg,cc_mlr,a,b,c,cc_gain_vs_era5,cc_gain_vs_best
2020-06-09,246,0.69,0.36,0.69,1.11,-0.81,0.05,0.0,0.0
2020-06-10,247,0.21,-0.02,0.22,6.58,-2.53,0.22,0.01,0.01
2020-06-11,247,0.17,0.55,0.56,0.57,2.14,0.18,0.39,0.0
2020-06-12,240,0.21,0.09,0.22,0.56,0.04,0.19,0.01,0.01
2020-06-13,238,0.34,0.35,0.43,0.7,0.53,0.11,0.08,0.08
2020-06-14,241,0.38,0.22,0.38,0.11,0.01,0.03,0.0,0.0
2020-06-15,247,0.18,0.25,0.26,0.22,0.23,0.15,0.07,0.01
2020-06-16,248,0.33,0.4,0.42,0.41,0.3,-0.01,0.09,0.02
2020-06-17,244,0.12,0.3,0.31,0.09,0.48,0.0,0.18,0.0
2020-06-18,246,0.03,-0.01,0.04,0.03,-0.48,0.01,0.02,0.02
2020-06-19,245,-0.02,-0.01,0.02,-0.0,-0.02,0.01,0.04,0.04
2020-06-20,240,0.01,-0.02,0.02,0.07,-0.11,0.04,0.01,0.01
2020-06-21,239,0.1,-0.01,0.1,0.14,-0.03,0.01,0.0,0.0
2020-06-22,246,0.12,-0.01,0.12,0.13,-0.15,0.0,0.0,0.0
2020-06-23,246,0.03,0.1,0.1,0.09,0.11,0.02,0.07,0.0
2020-06-24,246,-0.02,0.06,0.08,-0.02,0.01,0.0,0.1,0.02
2020-06-25,248,-0.03,-0.03,0.03,-0.01,-0.02,0.02,0.06,0.06
2020-06-26,245,-0.03,-0.02,0.04,-0.01,-0.0,0.01,0.07,0.06
2020-06-27,242,0.06,0.36,0.37,-0.22,0.63,0.05,0.31,0.01
2020-06-28,242,0.31,0.37,0.45,0.67,0.28,-0.04,0.15,0.08
2020-06-29,246,-0.03,0.04,0.05,-0.03,0.02,0.01,0.08,0.01
2020-06-30,244,0.0,0.27,0.27,-0.0,0.35,0.01,0.27,0.0
2020-07-01,250,0.1,-0.02,0.12,0.31,-0.07,0.03,0.02,0.02
2020-07-02,247,0.2,0.25,0.26,0.23,0.33,0.05,0.06,0.01
2020-07-03,243,0.3,0.16,0.3,0.27,0.12,0.22,0.0,0.0
2020-07-04,238,0.11,0.13,0.13,0.02,0.3,0.46,0.02,0.0
2020-07-05,241,0.17,0.0,0.17,0.13,-0.02,0.07,0.0,0.0
2020-07-06,244,0.26,0.14,0.28,2.27,0.27,0.01,0.02,0.02
2020-07-07,244,-0.01,-0.01,0.01,-0.01,-0.01,0.02,0.02,0.02
2020-07-08,244,0.02,-0.01,0.02,0.05,-0.17,0.02,0.0,0.0
2020-07-09,247,0.01,0.21,0.21,0.02,0.1,0.04,0.19,0.0
2020-07-10,248,0.13,0.26,0.26,0.31,0.28,0.2,0.13,0.01
2020-07-11,239,0.04,0.14,0.14,-0.11,0.39,0.32,0.1,0.0
2020-07-12,238,0.23,0.37,0.4,0.53,0.48,-0.35,0.17,0.03
2020-07-13,245,0.08,0.38,0.39,0.05,0.54,0.02,0.31,0.0
2020-07-14,244,0.03,0.38,0.38,0.06,0.38,0.01,0.36,0.0
2020-07-15,247,0.23,0.45,0.46,-0.28,0.7,0.07,0.23,0.01
2020-07-16,247,0.19,0.13,0.21,0.4,0.19,0.6,0.02,0.02
2020-07-17,247,0.3,0.38,0.41,0.18,0.36,0.32,0.11,0.03
2020-07-18,242,0.17,0.49,0.49,-0.01,0.4,0.08,0.33,0.0
2020-07-19,245,0.4,0.32,0.44,0.91,0.4,0.08,0.04,0.04
2020-07-20,245,0.11,-0.05,0.12,0.13,-0.02,0.12,0.02,0.02
2020-07-21,248,0.36,0.19,0.39,0.54,0.11,-0.01,0.03,0.03
2020-07-22,249,0.13,0.31,0.33,0.11,0.39,0.21,0.19,0.02
2020-07-23,247,0.25,0.27,0.31,0.2,0.35,2.47,0.06,0.04
2020-07-24,248,0.43,0.33,0.48,0.41,0.64,1.65,0.05,0.05
2020-07-25,240,0.43,0.43,0.52,0.36,0.88,0.07,0.09,0.09
2020-07-26,242,0.29,0.38,0.39,0.2,0.81,1.42,0.11,0.01
2020-07-27,244,0.28,0.27,0.36,0.28,0.38,1.08,0.09,0.09
2020-07-28,247,0.27,0.39,0.41,0.17,0.57,0.17,0.14,0.02
2020-07-29,247,0.07,0.01,0.07,0.25,0.08,0.23,0.0,0.0
2020-07-30,247,-0.01,0.44,0.44,-0.21,2.89,0.08,0.45,0.0
2020-07-31,246,0.04,0.26,0.26,-0.14,0.66,0.07,0.22,0.0
2020-08-01,241,0.08,0.38,0.39,0.43,0.59,0.16,0.3,0.01
2020-08-02,237,0.19,0.36,0.36,0.15,0.44,0.11,0.17,0.0
2020-08-03,245,0.22,0.49,0.51,-0.64,0.83,-0.01,0.29,0.02
2020-08-04,243,0.12,0.27,0.28,0.18,0.29,0.15,0.16,0.01
2020-08-05,244,0.07,0.11,0.11,-0.01,0.06,0.02,0.04,0.0
2020-08-06,246,0.07,0.3,0.3,0.01,1.59,0.09,0.22,0.0
2020-08-07,243,0.1,0.09,0.11,0.16,0.1,0.09,0.01,0.01
2020-08-08,240,0.2,0.23,0.26,0.37,0.51,0.08,0.05,0.02
2020-08-09,241,0.14,0.33,0.33,0.11,0.42,0.02,0.2,0.01
2020-08-10,244,0.1,-0.0,0.1,0.16,-0.01,0.03,0.0,0.0
2020-08-11,248,0.04,0.2,0.2,0.41,0.47,0.08,0.16,0.0
2020-08-12,246,0.4,0.07,0.4,2.73,-0.27,-0.01,0.01,0.01
2020-08-13,248,0.23,0.15,0.25,0.83,0.14,0.17,0.02,0.02
2020-08-14,248,0.12,0.05,0.12,0.12,0.01,0.07,0.01,0.01
2020-08-15,241,0.17,0.45,0.45,0.04,0.51,0.02,0.28,0.0
2020-08-16,240,0.15,0.43,0.44,0.26,0.32,0.11,0.29,0.01
2020-08-17,247,0.08,0.23,0.23,-0.02,0.33,0.13,0.15,0.0
2020-08-18,247,0.19,0.23,0.27,0.42,0.17,0.17,0.08,0.04
2020-08-19,246,0.16,0.28,0.29,0.33,0.24,0.03,0.13,0.01
2020-08-20,246,0.17,0.17,0.2,0.76,0.23,0.44,0.03,0.03
2020-08-21,246,0.22,0.25,0.3,0.66,0.18,0.18,0.08,0.05
2020-08-22,238,0.17,0.14,0.21,0.75,0.16,0.27,0.04,0.04
2020-08-23,235,0.04,0.38,0.38,-0.05,0.33,0.56,0.34,0.0
2020-08-24,241,0.03,0.56,0.56,0.08,0.66,-0.03,0.53,0.0
2020-08-25,239,0.09,0.23,0.23,0.02,0.2,0.71,0.14,0.0
2020-08-26,242,0.35,0.51,0.54,0.38,0.49,-0.0,0.19,0.03
2020-08-27,240,0.17,0.29,0.29,0.12,0.45,0.33,0.13,0.0
2020-08-28,243,0.33,0.24,0.37,0.37,0.24,0.32,0.05,0.05
2020-08-29,236,0.4,0.42,0.46,0.25,0.67,0.13,0.06,0.04
2020-08-30,237,0.15,0.29,0.29,0.06,0.54,0.82,0.14,0.0
2020-08-31,240,0.48,0.43,0.57,0.79,0.58,-0.01,0.08,0.08
2020-09-01,246,0.08,0.23,0.23,0.0,0.44,0.42,0.15,0.0
2020-09-02,248,0.19,-0.01,0.21,2.2,-0.36,0.18,0.03,0.03
2020-09-03,245,0.01,0.0,0.01,1.56,0.0,0.07,0.0,0.0
2020-09-04,247,0.02,-0.02,0.04,0.14,-0.33,0.04,0.02,0.02
2020-09-05,243,0.13,-0.01,0.13,0.78,-0.04,0.03,0.0,0.0
2020-09-06,242,-0.02,0.31,0.32,-0.13,0.31,0.03,0.33,0.0
2020-09-07,239,-0.04,-0.02,0.05,-0.06,-0.04,0.07,0.09,0.07
2020-09-08,249,0.41,0.28,0.41,0.92,-0.09,0.85,0.01,0.01
2020-09-09,248,0.47,0.36,0.47,0.33,0.1,1.5,0.01,0.01
2020-09-10,246,0.72,0.76,0.82,0.31,0.96,-0.08,0.1,0.06
2020-09-11,247,0.12,0.22,0.23,0.09,0.32,0.09,0.1,0.01
2020-09-12,240,0.03,0.02,0.04,0.45,0.14,0.22,0.0,0.0
2020-09-13,243,0.07,0.06,0.09,0.23,0.07,0.03,0.03,0.03
2020-09-14,247,0.02,-0.02,0.03,0.04,-0.02,0.04,0.01,0.01
2020-09-15,249,0.05,0.11,0.11,0.03,0.11,0.04,0.07,0.0
2020-09-16,245,0.31,-0.01,0.31,1.71,-0.06,0.0,0.0,0.0
2020-09-17,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,245,0.21,-0.01,0.21,2.42,-0.02,0.01,0.0,0.0
2020-09-19,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-20,241,-0.02,-0.01,0.02,-0.0,-0.0,0.0,0.05,0.03
2020-09-21,248,-0.02,0.19,0.2,-0.05,0.04,0.04,0.22,0.01
2020-09-22,249,0.22,0.31,0.35,0.15,0.1,-0.02,0.13,0.04
2020-09-23,244,0.03,0.06,0.07,0.13,0.05,0.12,0.03,0.01
2020-09-24,245,-0.01,-0.01,0.02,-0.02,-0.01,0.02,0.03,0.03
2020-09-25,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-26,245,-0.01,-0.01,0.01,-0.41,-0.01,0.02,0.02,0.02
2020-09-27,242,0.0,-0.02,0.02,0.0,-0.01,0.03,0.02,0.02
2020-09-28,246,-0.01,0.0,0.01,-456.52,0.0,0.04,0.02,0.01
2020-09-29,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,246,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
2020-10-01,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-03,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-04,252,0.0,-0.0,0.0,0.0,-0.01,0.01,0.0,0.0
2020-10-05,253,0.0,-0.0,0.0,0.0,-0.07,0.03,0.0,0.0
2020-10-06,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,254,0.0,-0.01,0.01,0.0,-0.05,0.01,0.01,0.01
2020-10-08,252,-0.01,-0.01,0.02,-0.14,-0.05,0.02,0.03,0.02
2020-10-09,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,251,-0.01,-0.01,0.01,-0.16,-0.0,0.01,0.02,0.02
2020-10-11,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,249,0.0,-0.0,0.0,0.0,-0.01,0.01,0.0,0.0
2020-10-13,249,0.0,-0.01,0.01,0.0,-0.05,0.01,0.01,0.01
2020-10-14,251,0.0,-0.01,0.01,0.0,-0.12,0.03,0.01,0.01
2020-10-15,251,0.0,-0.01,0.01,0.0,-0.01,0.01,0.01,0.01
2020-10-16,248,0.0,-0.0,0.0,0.0,-0.04,0.01,0.0,0.0
2020-10-17,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-18,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,250,0.0,-0.01,0.01,0.0,-0.0,0.01,0.01,0.01
2020-10-20,249,0.0,-0.01,0.01,0.0,-0.02,0.05,0.01,0.01
2020-10-21,253,0.0,-0.01,0.01,0.0,-0.04,0.06,0.01,0.01
2020-10-22,253,-0.01,0.08,0.08,-17.21,0.09,0.02,0.09,0.0
2020-10-23,251,-0.01,-0.01,0.01,-0.87,-0.01,0.01,0.02,0.01
2020-10-24,249,0.35,-0.03,0.35,1.48,-0.02,0.03,0.0,0.0
2020-10-25,250,0.56,0.12,0.56,1.1,0.02,-0.13,0.0,0.0
2020-10-26,249,0.6,0.44,0.61,0.38,0.19,0.06,0.02,0.02
2020-10-27,248,0.55,0.29,0.56,0.51,-0.23,0.63,0.01,0.01
2020-10-28,249,0.03,0.0,0.03,0.32,-0.03,0.36,0.01,0.01
2020-10-29,253,-0.02,0.03,0.04,-5.65,0.07,0.12,0.05,0.0
2020-10-30,251,-0.02,0.33,0.33,-1.15,0.38,0.06,0.34,0.0
2020-10-31,250,-0.01,-0.03,0.03,-3.4,-0.1,0.16,0.04,0.04
2020-11-01,246,-0.03,0.09,0.09,-1.89,0.08,0.05,0.12,0.0
2020-11-02,241,0.18,0.15,0.19,0.86,0.04,0.04,0.02,0.02
2020-11-03,245,0.16,0.04,0.16,0.22,0.0,0.05,0.0,0.0
2020-11-04,247,-0.01,-0.04,0.04,-0.02,-0.01,0.05,0.04,0.04
2020-11-05,246,0.05,-0.01,0.05,1600.21,-0.02,0.02,0.0,0.0
2020-11-06,247,-0.05,-0.08,0.1,-6.68,-0.19,0.53,0.15,0.15
2020-11-07,243,0.57,0.18,0.57,2.37,-0.26,-0.39,0.01,0.01
2020-11-08,238,0.48,0.35,0.48,0.56,-0.07,1.44,0.0,0.0
2020-11-09,242,0.46,0.27,0.49,0.5,0.91,0.94,0.03,0.03
2020-11-10,242,0.04,0.07,0.08,0.16,0.52,0.45,0.04,0.01
2020-11-11,242,0.06,0.09,0.09,187.78,0.62,0.17,0.03,0.01
2020-11-12,246,-0.01,0.0,0.01,-190.38,0.0,0.33,0.02,0.01
2020-11-13,248,-0.02,0.24,0.24,-2.71,0.43,0.17,0.26,0.0
2020-11-14,243,0.76,0.3,0.76,0.64,-0.01,-0.01,0.0,0.0
2020-11-15,242,0.21,0.0,0.21,163.31,0.01,-0.09,0.0,0.0
2020-11-16,245,-0.01,-0.02,0.02,-25.48,-0.03,0.09,0.03,0.03
2020-11-17,246,-0.02,-0.04,0.04,-5.12,-0.15,0.11,0.06,0.06
2020-11-18,246,-0.01,0.01,0.02,-0.64,0.01,0.06,0.03,0.0
2020-11-19,250,-0.02,0.0,0.02,-9.51,0.0,0.03,0.03,0.01
2020-11-20,244,-0.01,-0.02,0.02,-0.05,-0.0,0.01,0.02,0.02
2020-11-21,241,0.34,0.43,0.45,0.09,0.14,-0.01,0.1,0.02
2020-11-22,242,0.1,0.07,0.11,0.88,0.1,0.18,0.01,0.01
2020-11-23,243,0.51,0.58,0.62,0.17,0.59,0.0,0.11,0.05
2020-11-24,243,0.62,0.46,0.62,0.27,0.11,-0.05,0.0,0.0
2020-11-25,242,0.05,0.08,0.08,0.48,0.23,0.07,0.03,0.0
2020-11-26,241,0.05,-0.01,0.06,0.17,-0.08,0.01,0.0,0.0
2020-11-27,242,0.46,0.23,0.47,0.57,0.19,-0.09,0.01,0.01
2020-11-28,241,0.2,0.16,0.22,0.15,0.03,0.04,0.02,0.02
2020-11-29,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,244,-0.0,-0.01,0.01,-0.02,-0.0,0.0,0.01,0.01
2020-12-01,250,0.3,-0.01,0.3,1.24,-0.06,0.04,0.0,0.0
2020-12-02,255,0.38,-0.01,0.39,2.02,-0.16,-0.04,0.0,0.0
2020-12-03,255,0.02,-0.01,0.02,0.08,-0.02,0.06,0.0,0.0
2020-12-04,253,-0.01,-0.02,0.03,-0.04,-0.22,0.11,0.04,0.04
2020-12-05,252,0.54,-0.01,0.54,5.77,-0.01,0.0,0.0,0.0
2020-12-06,249,-0.01,-0.01,0.02,-1.11,-0.05,0.04,0.03,0.03
2020-12-07,249,-0.01,-0.01,0.01,-1.86,-0.01,0.03,0.02,0.02
2020-12-08,252,-0.01,0.15,0.15,-26.35,0.05,0.02,0.16,0.0
2020-12-09,255,-0.02,-0.04,0.04,-3.06,-0.63,0.19,0.06,0.06
2020-12-10,250,0.63,0.61,0.7,0.52,0.28,0.18,0.07,0.07
2020-12-11,248,0.33,0.17,0.34,0.32,0.18,0.8,0.02,0.02
2020-12-12,244,0.67,0.23,0.67,1.12,-0.06,-0.18,0.0,0.0
2020-12-13,248,0.32,0.24,0.33,0.36,0.32,0.44,0.01,0.01
2020-12-14,247,0.65,0.37,0.65,0.72,-0.05,-0.06,0.0,0.0
2020-12-15,248,0.07,0.18,0.2,0.07,0.75,0.13,0.12,0.01
2020-12-16,249,0.01,0.25,0.25,5.02,0.46,0.09,0.23,0.0
2020-12-17,255,0.2,0.08,0.2,2.63,0.02,0.52,0.0,0.0
2020-12-18,249,0.56,0.13,0.57,0.38,0.1,0.06,0.01,0.01
2020-12-19,250,-0.01,-0.0,0.01,-0.25,-0.02,0.1,0.03,0.02
2020-12-20,250,-0.01,-0.01,0.02,-0.87,-0.01,0.04,0.03,0.03
2020-12-21,252,-0.0,0.01,0.01,-0.35,0.0,0.01,0.02,0.0
2020-12-22,254,0.32,-0.01,0.33,0.48,-0.01,0.0,0.0,0.0
2020-12-23,248,0.33,0.09,0.33,0.13,0.02,0.01,0.0,0.0
2020-12-24,245,-0.03,-0.03,0.04,-0.52,-0.01,0.04,0.08,0.07
2020-12-25,235,0.04,-0.02,0.05,0.15,-0.02,0.09,0.01,0.01
2020-12-26,248,-0.02,-0.04,0.04,-23.31,-0.2,0.19,0.06,0.06
2020-12-27,246,0.19,-0.05,0.2,0.85,-0.16,0.37,0.02,0.02
2020-12-28,247,0.81,0.19,0.81,2.3,-0.55,-0.74,0.0,0.0
2020-12-29,244,0.25,0.08,0.25,0.22,0.09,0.46,0.0,0.0
2020-12-30,248,-0.01,0.02,0.03,-0.05,0.11,0.06,0.04,0.01
2020-12-31,248,0.15,0.02,0.18,0.12,-0.05,0.02,0.02,0.02
2021-01-01,245,0.02,-0.02,0.03,0.04,-0.0,0.02,0.01,0.01
2021-01-02,251,0.06,0.03,0.07,2.69,0.03,0.03,0.0,0.0
2021-01-03,251,0.13,0.0,0.13,1.79,0.0,0.01,0.0,0.0
2021-01-04,250,0.03,-0.05,0.05,5.2,-0.04,0.12,0.02,0.02
2021-01-05,252,0.57,-0.02,0.57,0.87,-0.06,0.0,0.0,0.0
2021-01-06,253,0.22,-0.01,0.23,1.49,-0.04,0.01,0.0,0.0
2021-01-07,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09,252,0.29,-0.04,0.29,0.67,-0.03,0.01,0.0,0.0
2021-01-10,249,0.07,-0.01,0.07,0.07,-0.03,0.02,0.0,0.0
2021-01-11,251,-0.01,-0.02,0.02,-1.41,-0.08,0.1,0.03,0.03
2021-01-12,250,-0.01,-0.01,0.01,-2.09,-0.01,0.03,0.02,0.02
2021-01-13,253,0.19,-0.0,0.19,353.28,-0.0,-0.24,0.0,0.0
2021-01-14,252,-0.01,-0.02,0.02,-0.04,-0.01,0.02,0.04,0.04
2021-01-15,250,0.0,0.09,0.09,0.0,0.14,0.02,0.09,-0.0
2021-01-16,248,0.13,-0.04,0.14,0.22,-0.03,0.02,0.01,0.01
2021-01-17,247,-0.01,0.19,0.19,-495.51,0.23,0.05,0.21,0.0
2021-01-18,247,0.05,-0.02,0.06,0.38,-0.01,0.06,0.0,0.0
2021-01-19,249,0.67,0.2,0.67,0.87,0.1,-0.52,0.01,0.01
2021-01-20,248,0.47,0.55,0.62,1.03,0.61,-0.11,0.15,0.07
2021-01-21,246,0.74,0.68,0.74,0.37,0.18,0.07,0.01,0.01
2021-01-22,251,0.16,0.19,0.26,0.72,1.02,1.55,0.09,0.06
2021-01-23,245,0.62,0.23,0.63,0.74,-0.27,0.27,0.01,0.01
2021-01-24,236,0.4,0.14,0.4,0.51,0.02,2.53,0.0,0.0
2021-01-25,235,0.48,0.26,0.48,0.92,-0.18,3.13,0.0,0.0
2021-01-26,238,0.48,0.2,0.48,0.9,0.07,0.38,0.0,0.0
2021-01-27,244,0.11,0.11,0.15,2.02,0.53,1.13,0.04,0.04
2021-01-28,250,0.03,-0.02,0.04,5.95,-0.03,0.3,0.0,0.0
2021-01-29,251,0.38,0.01,0.38,0.95,-0.06,1.52,0.0,0.0
2021-01-30,246,0.32,0.16,0.32,0.41,-0.04,0.37,0.0,0.0
2021-01-31,248,0.07,0.09,0.11,4.81,0.18,0.09,0.04,0.02
2021-02-01,249,0.19,0.06,0.2,15.97,0.06,0.21,0.01,0.01
2021-02-02,251,0.25,0.03,0.25,0.39,0.0,0.11,0.0,0.0
2021-02-03,250,0.5,0.15,0.5,0.74,-0.04,0.09,0.0,0.0
2021-02-04,250,0.35,0.26,0.38,0.09,0.17,0.01,0.03,0.03
2021-02-05,254,0.6,-0.03,0.6,4.52,-0.04,0.05,0.0,0.0
2021-02-06,248,0.4,-0.03,0.4,0.18,-0.1,0.02,0.0,0.0
2021-02-07,251,0.0,-0.01,0.01,0.0,-0.01,0.01,0.01,0.01
2021-02-08,246,0.0,0.05,0.05,0.0,0.05,0.07,0.05,-0.0
2021-02-09,251,0.56,0.35,0.59,1.94,0.16,-0.03,0.03,0.03
2021-02-10,249,0.69,0.27,0.7,0.39,0.07,-0.12,0.01,0.01
2021-02-11,249,0.24,0.2,0.31,1.35,0.09,0.0,0.07,0.07
2021-02-12,250,0.61,0.2,0.61,0.73,0.04,-0.37,0.0,0.0
2021-02-13,245,0.53,0.14,0.53,1.42,-0.2,0.73,0.01,0.01
2021-02-14,246,0.56,0.48,0.63,0.54,0.81,-1.68,0.07,0.07
2021-02-15,243,0.13,-0.02,0.14,0.46,-0.1,1.24,0.01,0.01
2021-02-16,243,0.53,0.31,0.54,0.82,0.43,-0.52,0.02,0.02
2021-02-17,251,0.47,0.1,0.47,1.1,0.03,0.05,0.0,0.0
2021-02-18,250,0.28,0.1,0.28,0.28,0.03,0.05,0.0,0.0
2021-02-19,252,0.44,0.12,0.46,11.28,0.29,0.08,0.02,0.02
2021-02-20,245,0.38,0.05,0.38,0.59,-0.06,0.08,0.0,0.0
2021-02-21,245,0.43,0.12,0.43,0.31,-0.03,-0.03,0.0,0.0
2021-02-22,249,0.22,0.01,0.22,329.63,0.01,-0.97,0.0,0.0
2021-02-23,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,248,0.23,-0.02,0.23,4511.61,-0.01,-3.84,0.0,0.0
2021-02-25,251,-0.03,-0.0,0.03,-0.01,0.0,0.02,0.06,0.03
2021-02-26,250,0.12,-0.01,0.12,1.11,-0.01,0.01,0.0,0.0
2021-02-27,243,0.05,0.01,0.05,0.03,0.0,0.01,0.0,0.0
2021-02-28,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,250,0.02,0.13,0.13,-0.09,0.16,0.17,0.11,0.0
2021-03-02,251,-0.02,0.2,0.2,-13600.53,0.22,0.09,0.22,0.01
2021-03-03,248,-0.09,0.02,0.09,-2.64,0.06,0.7,0.19,0.07
2021-03-04,250,0.63,0.28,0.63,0.96,-0.02,-0.42,0.0,0.0
2021-03-05,249,0.05,-0.01,0.07,0.73,-0.11,0.2,0.02,0.02
2021-03-06,248,0.0,-0.01,0.01,0.0,-0.0,0.01,0.01,0.01
2021-03-07,249,0.0,-0.02,0.02,0.0,-0.02,0.04,0.02,0.02
2021-03-08,251,0.43,-0.1,0.45,0.78,-0.03,0.03,0.01,0.01
2021-03-09,251,0.01,-0.11,0.11,0.02,-0.07,0.6,0.09,0.09
2021-03-10,250,0.19,0.18,0.21,0.07,0.06,0.27,0.01,0.01
2021-03-11,247,0.77,0.24,0.78,1.1,0.17,-0.39,0.0,0.0
2021-03-12,242,0.69,0.5,0.71,0.86,0.59,-0.26,0.02,0.02
2021-03-13,240,0.41,0.41,0.5,0.73,0.65,0.58,0.09,0.09
2021-03-14,245,0.57,0.22,0.58,0.69,0.3,0.18,0.01,0.01
2021-03-15,242,0.45,0.17,0.47,1.59,0.37,0.29,0.02,0.02
2021-03-16,248,0.57,0.33,0.57,0.8,0.09,-0.3,0.0,0.0
2021-03-17,247,0.01,0.05,0.05,0.01,0.03,0.28,0.04,0.0
2021-03-18,249,-0.03,-0.06,0.07,-0.27,-0.06,0.2,0.09,0.09
2021-03-19,249,-0.02,0.13,0.14,-1.41,0.21,0.25,0.16,0.01
2021-03-20,250,-0.07,0.16,0.18,-0.25,0.32,0.28,0.25,0.02
2021-03-21,250,0.45,0.08,0.46,0.3,-0.13,0.05,0.01,0.01
2021-03-22,247,0.25,0.11,0.26,0.15,0.07,0.11,0.01,0.01
2021-03-23,249,0.43,0.12,0.43,0.88,0.05,0.25,0.0,0.0
2021-03-24,249,0.43,0.27,0.44,0.47,0.14,1.09,0.01,0.01
2021-03-25,249,0.38,0.14,0.39,0.81,0.28,0.62,0.01,0.01
2021-03-26,244,0.65,0.28,0.65,1.01,0.1,-0.61,0.0,0.0
2021-03-27,246,0.18,0.23,0.26,0.16,0.3,0.28,0.08,0.03
2021-03-28,245,-0.02,0.08,0.09,-2.23,0.06,0.15,0.11,0.0
2021-03-29,242,0.0,-0.04,0.04,0.0,-0.16,0.1,0.04,0.04
2021-03-30,245,0.33,-0.0,0.33,0.34,-0.01,0.0,0.0,0.0
2021-03-31,246,0.25,0.07,0.25,1199.12,-0.0,-2.04,0.0,0.0
2021-04-01,249,-0.02,-0.02,0.03,-11.33,-0.04,0.47,0.05,0.05
2021-04-02,247,0.23,0.07,0.23,0.8,-0.02,0.08,0.0,0.0
2021-04-03,244,-0.02,-0.04,0.04,-0.06,-0.03,0.12,0.06,0.06
2021-04-04,242,0.07,0.14,0.15,-0.15,0.11,0.03,0.08,0.0
2021-04-05,246,0.04,0.01,0.04,1.29,0.01,0.03,0.0,0.0
2021-04-06,248,-0.02,-0.02,0.02,-0.06,-0.01,0.01,0.04,0.04
2021-04-07,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,248,0.21,0.0,0.23,0.31,-0.03,0.0,0.01,0.01
2021-04-09,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,250,-0.01,-0.02,0.02,-0.23,-0.05,0.03,0.03,0.03
2021-04-11,247,0.0,-0.01,0.01,0.0,-0.0,0.01,0.01,0.01
2021-04-12,248,-0.03,-0.05,0.06,-0.11,-0.06,0.04,0.09,0.09
2021-04-13,249,0.36,0.07,0.37,0.23,-0.02,-0.01,0.0,0.0
2021-04-14,247,0.09,0.04,0.09,0.05,-0.0,0.02,0.0,0.0
2021-04-15,248,0.46,0.25,0.46,0.61,0.13,-0.03,0.0,0.0
2021-04-16,244,0.51,0.29,0.52,0.76,0.21,-0.01,0.01,0.01
2021-04-17,241,0.55,0.14,0.55,0.19,0.09,0.01,0.0,0.0
2021-04-18,243,0.15,0.02,0.17,0.17,-0.07,0.24,0.02,0.02
2021-04-19,243,0.17,0.2,0.22,0.11,0.26,0.17,0.04,0.01
2021-04-20,246,0.05,0.04,0.06,0.05,0.17,0.09,0.01,0.01
2021-04-21,245,0.18,0.25,0.27,0.52,0.24,0.05,0.09,0.02
2021-04-22,246,0.32,0.29,0.38,0.36,0.51,-0.0,0.06,0.06
2021-04-23,248,0.57,0.17,0.58,0.38,0.05,0.02,0.0,0.0
2021-04-24,242,0.36,0.01,0.36,10.91,-0.13,0.08,0.0,0.0
2021-04-25,247,-0.02,0.02,0.03,-0.44,0.16,0.11,0.05,0.01
2021-04-26,244,0.63,0.42,0.63,1.34,0.09,0.02,0.0,0.0
2021-04-27,246,0.46,0.1,0.47,0.56,0.07,0.28,0.01,0.01
2021-04-28,248,0.04,0.25,0.25,0.01,0.18,0.9,0.2,0.0
2021-04-29,244,0.23,0.44,0.44,0.02,0.62,0.35,0.21,0.0
2021-04-30,240,0.24,-0.01,0.24,34.7,-0.03,0.04,0.0,0.0
2021-05-01,246,0.09,0.24,0.25,0.35,0.23,0.02,0.16,0.0
2021-05-02,246,0.32,0.2,0.32,0.62,-0.02,0.06,0.0,0.0
2021-05-03,246,0.38,0.11,0.38,0.28,0.03,0.04,0.0,0.0
2021-05-04,249,0.06,0.13,0.13,0.0,0.35,0.2,0.08,0.0
